"OCUPACION","OCUPACION.NOMBRE","SALARIO","CLASE.SEGURO","X..orden","CAMBIO"
3122,"Técnicos y asistentes en estadística y demografía","740020.00","C",14,"SCS"
2221,"Médicos generales y especialistas","2343768.10","C",3,"SA"
3226,"Auxiliares de enfermería","682595.93","C",46,"SA"
5132,"Ayudantes de enfermería","488235.00","C",34,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1169303.90","C",18,"SA"
5132,"Ayudantes de enfermería","675200.00","C",31,"SCS"
3229,"Otros técnicos de las ciencias de la salud","833000.00","C",1,"SCS"
9155,"Ayudante de cocina","445168.00","C",25,"SA"
3226,"Auxiliares de enfermería","967194.35","C",137,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","722498.89","C",5,"SA"
9152,"Guardianes y porteros ","638175.90","C",92,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1619000.60","C",2,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2432321.79","C",4,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","891597.85","C",27,"SA"
9152,"Guardianes y porteros ","407670.00","C",21,"SA"
2227,"Médico Especialista","9690599.28","C",16,"SA"
3224,"Técnicos y asistentes en farmacia","1292461.50","C",10,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1073365.30","C",27,"SA"
3224,"Técnicos y asistentes en farmacia","679250.00","C",20,"SA"
4112,"Secretarios","773414.21","C",20,"SA"
2226,"Enfermeros profesionales","1958565.15","C",125,"SA"
3229,"Otros técnicos de las ciencias de la salud","450886.40","C",6,"SA"
7125,"Encargado de Mantenimiento de Edificios","444070.00","C",20,"SA"
3226,"Auxiliares de enfermería","775425.00","C",182,"SA"
3226,"Auxiliares de enfermería","1363880.75","C",12,"SA"
2446,"Trabajadores sociales y orientadores sociales","1415660.00","C",2,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","807540.00","C",6,"SA"
7125,"Encargado de Mantenimiento de Edificios","611249.80","C",24,"SA"
4112,"Secretarios","665333.90","C",9,"SA"
7125,"Encargado de Mantenimiento de Edificios","382204.10","C",13,"SA"
3229,"Otros técnicos de las ciencias de la salud","946830.55","C",17,"SA"
2221,"Médicos generales y especialistas","883471.02","C",10,"SA"
2226,"Enfermeros profesionales","1676416.80","C",20,"SA"
3229,"Otros técnicos de las ciencias de la salud","1041045.35","C",9,"SA"
2227,"Médico Especialista","2596446.70","C",15,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","614200.00","C",94,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2456339.25","C",3,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","873669.75","C",25,"SA"
3419,"Otros técnicos en administración y en economía","1400175.05","C",67,"SA"
4112,"Secretarios","635850.00","C",7,"SA"
3122,"Técnicos y asistentes en estadística y demografía","767260.00","C",10,"SCS"
5132,"Ayudantes de enfermería","588562.37","C",84,"SA"
4149,"Oficinista","512834.65","C",33,"SA"
9155,"Ayudante de cocina","626037.30","C",28,"SA"
4149,"Oficinista","987168.80","C",49,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","670363.75","C",13,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1287368.11","C",4,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1695890.10","C",15,"SCS"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3889512.42","C",10,"SA"
2226,"Enfermeros profesionales","2998535.45","C",30,"SA"
2449,"Otros profesionales en ciencias sociales","1645156.00","C",56,"SCS"
7125,"Encargado de Mantenimiento de Edificios","482160.00","C",25,"SA"
2221,"Médicos generales y especialistas","2667871.14","C",14,"SA"
9152,"Guardianes y porteros ","573238.57","C",12,"SA"
3224,"Técnicos y asistentes en farmacia","518937.50","C",14,"SA"
2227,"Médico Especialista","6225379.00","C",53,"SA"
2226,"Enfermeros profesionales","1226205.35","C",40,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","507534.26","C",68,"SA"
2227,"Médico Especialista","4565191.55","C",60,"SA"
5132,"Ayudantes de enfermería","675200.00","C",29,"SCS"
9155,"Ayudante de cocina","563886.95","C",8,"SA"
7125,"Encargado de Mantenimiento de Edificios","560705.00","C",24,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4550998.94","C",4,"SA"
3122,"Técnicos y asistentes en estadística y demografía","815906.25","C",70,"SA"
2221,"Médicos generales y especialistas","2610497.90","C",12,"SA"
2224,"Farmacéuticos","2350538.89","C",12,"SA"
9152,"Guardianes y porteros ","756121.75","C",1,"SA"
5132,"Ayudantes de enfermería","662540.00","C",66,"SCS"
4112,"Secretarios","222321.45","C",15,"SA"
2222,"Odontólogos","2327689.50","C",2,"SA"
5132,"Ayudantes de enfermería","551558.25","C",7,"SA"
5132,"Ayudantes de enfermería","675200.00","C",3,"SCS"
2226,"Enfermeros profesionales","1963099.10","C",22,"SCS"
2131,"Diseñadores y analistas de sistemas informáticos","1969826.90","C",165,"SCS"
3226,"Auxiliares de enfermería","735546.00","C",39,"SCS"
3226,"Auxiliares de enfermería","887341.40","C",189,"SA"
2221,"Médicos generales y especialistas","1959264.30","C",44,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","641345.00","C",61,"SA"
2445,"Psicólogos","1505253.00","C",4,"SCS"
5132,"Ayudantes de enfermería","746940.00","C",14,"SA"
5132,"Ayudantes de enfermería","675200.00","C",18,"SA"
9152,"Guardianes y porteros ","632905.00","C",18,"SCS"
3226,"Auxiliares de enfermería","683640.00","C",20,"SA"
3229,"Otros técnicos de las ciencias de la salud","1069655.50","C",16,"SA"
2227,"Médico Especialista","4108563.50","C",45,"SA"
2449,"Otros profesionales en ciencias sociales","1458273.00","C",33,"SA"
4149,"Oficinista","517664.30","C",6,"SA"
3122,"Técnicos y asistentes en estadística y demografía","595108.55","C",116,"OC"
9152,"Guardianes y porteros ","784811.30","C",5,"SA"
5132,"Ayudantes de enfermería","637220.00","C",13,"SCS"
9152,"Guardianes y porteros ","543341.55","C",7,"SA"
9152,"Guardianes y porteros ","931311.25","C",24,"SA"
7125,"Encargado de Mantenimiento de Edificios","739172.85","C",56,"SA"
5132,"Ayudantes de enfermería","675200.00","C",31,"SCS"
5132,"Ayudantes de enfermería","968793.51","C",9,"SA"
5132,"Ayudantes de enfermería","497960.00","C",32,"SCS"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","537672.25","C",3,"SA"
9152,"Guardianes y porteros ","430675.00","C",24,"SA"
5132,"Ayudantes de enfermería","675200.00","C",3,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","591500.00","C",7,"SA"
2449,"Otros profesionales en ciencias sociales","1128331.00","C",42,"SA"
2227,"Médico Especialista","1639070.80","C",2,"SA"
2226,"Enfermeros profesionales","1786997.19","C",122,"SA"
2226,"Enfermeros profesionales","1682456.10","C",232,"SCS"
3419,"Otros técnicos en administración y en economía","1737159.00","C",28,"IC"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1998036.50","C",35,"SCS"
5132,"Ayudantes de enfermería","675200.00","C",28,"SCS"
2226,"Enfermeros profesionales","1713492.80","C",23,"SA"
2226,"Enfermeros profesionales","1851237.29","C",110,"SA"
7125,"Encargado de Mantenimiento de Edificios","861119.80","C",22,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2847716.53","C",22,"SA"
3122,"Técnicos y asistentes en estadística y demografía","666436.20","C",21,"SA"
5132,"Ayudantes de enfermería","579071.85","C",215,"SA"
2222,"Odontólogos","2090056.73","C",5,"SA"
3139,"Otros técnicos en informática","858450.00","C",29,"SCS"
7125,"Encargado de Mantenimiento de Edificios","646036.40","C",1,"SA"
3122,"Técnicos y asistentes en estadística y demografía","982188.45","C",22,"SA"
2221,"Médicos generales y especialistas","3841054.12","C",72,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1502155.50","C",7,"SA"
3229,"Otros técnicos de las ciencias de la salud","661640.00","C",3,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1051624.05","C",15,"SA"
5132,"Ayudantes de enfermería","640725.90","C",225,"SA"
2226,"Enfermeros profesionales","2066894.15","C",54,"SA"
2227,"Médico Especialista","3049667.45","C",28,"SCS"
2226,"Enfermeros profesionales","1738451.15","C",103,"SA"
5132,"Ayudantes de enfermería","675200.00","C",53,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","767260.00","C",131,"SA"
7125,"Encargado de Mantenimiento de Edificios","412350.70","C",17,"SA"
9152,"Guardianes y porteros ","480964.85","C",6,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1247782.00","C",7,"SA"
3226,"Auxiliares de enfermería","628515.75","C",78,"SA"
5132,"Ayudantes de enfermería","730060.00","C",17,"SCS"
2221,"Médicos generales y especialistas","1829586.17","C",3,"SA"
3224,"Técnicos y asistentes en farmacia","718946.45","C",44,"SA"
2221,"Médicos generales y especialistas","1881158.70","C",4,"SCS"
2227,"Médico Especialista","4984476.42","C",16,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","652605.00","C",4,"SCS"
3226,"Auxiliares de enfermería","651353.60","C",115,"SA"
9152,"Guardianes y porteros ","453145.00","C",14,"SCS"
2225,"Nutricionistas","1808270.30","C",50,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1166279.73","C",9,"SA"
3226,"Auxiliares de enfermería","1239463.95","C",95,"SA"
3122,"Técnicos y asistentes en estadística y demografía","699160.00","C",21,"SCS"
2221,"Médicos generales y especialistas","1934990.65","C",19,"SA"
7125,"Encargado de Mantenimiento de Edificios","228853.85","C",3,"SA"
3226,"Auxiliares de enfermería","735546.00","C",15,"SA"
2227,"Médico Especialista","3205307.55","C",67,"SA"
2449,"Otros profesionales en ciencias sociales","1474404.47","C",66,"SA"
3224,"Técnicos y asistentes en farmacia","680604.62","C",2,"SA"
2131,"Diseñadores y analistas de sistemas informáticos","1289201.50","C",162,"SCS"
3226,"Auxiliares de enfermería","2156356.31","C",183,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","615715.70","C",9,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2714551.10","C",107,"SA"
3122,"Técnicos y asistentes en estadística y demografía","469565.70","C",6,"SA"
9155,"Ayudante de cocina","460169.65","C",18,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","876338.70","C",17,"SA"
7125,"Encargado de Mantenimiento de Edificios","742882.10","C",4,"SA"
2226,"Enfermeros profesionales","1870288.84","C",11,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2545446.82","C",8,"SA"
9155,"Ayudante de cocina","579301.00","C",21,"SA"
3226,"Auxiliares de enfermería","880482.20","C",11,"SA"
3229,"Otros técnicos de las ciencias de la salud","610319.60","C",10,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","764038.95","C",13,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1731036.00","C",86,"SA"
2226,"Enfermeros profesionales","1576488.60","C",121,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","645525.00","C",43,"SCS"
2221,"Médicos generales y especialistas","2632404.60","C",328,"SA"
9152,"Guardianes y porteros ","691053.00","C",17,"SA"
4131,"Empleados de control de abastecimiento e inventario","758708.37","C",25,"SA"
3226,"Auxiliares de enfermería","1128972.15","C",3,"SA"
2226,"Enfermeros profesionales","1830040.55","C",56,"SA"
3229,"Otros técnicos de las ciencias de la salud","942480.00","C",41,"SCS"
9152,"Guardianes y porteros ","857371.15","C",11,"SA"
3226,"Auxiliares de enfermería","1211334.50","C",134,"SA"
9152,"Guardianes y porteros ","672665.90","C",63,"SA"
2227,"Médico Especialista","3346344.15","C",34,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","627480.00","C",16,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","528728.60","C",76,"SA"
3226,"Auxiliares de enfermería","682374.00","C",1,"SCS"
3226,"Auxiliares de enfermería","801336.24","C",11,"SA"
7125,"Encargado de Mantenimiento de Edificios","651904.53","C",2,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2673292.10","C",3,"SCS"
2221,"Médicos generales y especialistas","513249.55","C",10,"SA"
3226,"Auxiliares de enfermería","708960.00","C",294,"SCS"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","678110.00","C",1,"SCS"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","592927.48","C",11,"SA"
9155,"Ayudante de cocina","403339.90","C",5,"IC"
3122,"Técnicos y asistentes en estadística y demografía","959096.99","C",6,"SA"
2226,"Enfermeros profesionales","2842948.15","C",6,"SA"
9155,"Ayudante de cocina","658496.33","C",64,"SA"
7125,"Encargado de Mantenimiento de Edificios","460973.10","C",82,"SA"
2226,"Enfermeros profesionales","1869602.45","C",5,"SA"
2226,"Enfermeros profesionales","1835792.10","C",41,"SCS"
3229,"Otros técnicos de las ciencias de la salud","790160.00","C",43,"SCS"
9155,"Ayudante de cocina","624819.35","C",7,"SA"
5132,"Ayudantes de enfermería","1256316.24","C",46,"SA"
3226,"Auxiliares de enfermería","1185123.60","C",252,"SA"
2449,"Otros profesionales en ciencias sociales","1079541.00","C",27,"SCS"
2226,"Enfermeros profesionales","1667600.10","C",249,"SCS"
3226,"Auxiliares de enfermería","779789.35","C",12,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","558000.00","C",8,"SA"
2226,"Enfermeros profesionales","1015516.05","C",39,"SA"
3229,"Otros técnicos de las ciencias de la salud","265200.02","C",1,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","587285.71","C",15,"SA"
7125,"Encargado de Mantenimiento de Edificios","976323.39","C",23,"SA"
2226,"Enfermeros profesionales","1855858.54","C",26,"SA"
5132,"Ayudantes de enfermería","561260.00","C",20,"SA"
9152,"Guardianes y porteros ","754576.66","C",15,"SA"
3419,"Otros técnicos en administración y en economía","1493928.00","C",4,"SCS"
2226,"Enfermeros profesionales","1913579.74","C",24,"SA"
7125,"Encargado de Mantenimiento de Edificios","554170.40","C",24,"SA"
2226,"Enfermeros profesionales","2971085.35","C",53,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","838590.00","C",10,"SA"
9155,"Ayudante de cocina","751177.70","C",24,"SA"
2449,"Otros profesionales en ciencias sociales","1095357.00","C",8,"SCS"
2227,"Médico Especialista","6895370.80","C",35,"SA"
2226,"Enfermeros profesionales","1678193.40","C",38,"SA"
3226,"Auxiliares de enfermería","645976.50","C",94,"SCS"
5132,"Ayudantes de enfermería","536655.00","C",131,"SCS"
7125,"Encargado de Mantenimiento de Edificios","598210.00","C",201,"SA"
3226,"Auxiliares de enfermería","582360.00","C",12,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","684000.00","C",159,"SCS"
7125,"Encargado de Mantenimiento de Edificios","518341.05","C",36,"SA"
2221,"Médicos generales y especialistas","4850847.80","C",322,"SA"
2449,"Otros profesionales en ciencias sociales","1214333.00","C",137,"SCS"
2226,"Enfermeros profesionales","2853485.10","C",47,"SA"
2221,"Médicos generales y especialistas","2140003.10","C",27,"SCS"
7125,"Encargado de Mantenimiento de Edificios","484964.25","C",8,"SA"
2227,"Médico Especialista","1294825.05","C",152,"SA"
4149,"Oficinista","1074488.06","C",14,"SA"
3226,"Auxiliares de enfermería","571918.75","C",98,"SA"
2229,"Otros profesionales en ciencias de la salud","1423421.60","C",2,"SA"
2449,"Otros profesionales en ciencias sociales","1236983.00","C",12,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1659466.45","C",7,"SA"
7125,"Encargado de Mantenimiento de Edificios","533088.50","C",38,"SA"
4112,"Secretarios","513500.00","C",32,"SCS"
9155,"Ayudante de cocina","735135.20","C",112,"SA"
2221,"Médicos generales y especialistas","2075008.80","C",4,"SA"
3224,"Técnicos y asistentes en farmacia","909995.75","C",31,"SA"
3224,"Técnicos y asistentes en farmacia","999914.25","C",42,"SA"
2226,"Enfermeros profesionales","2755825.20","C",362,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3934610.34","C",16,"SA"
5132,"Ayudantes de enfermería","649880.00","C",32,"SCS"
5132,"Ayudantes de enfermería","871000.82","C",31,"SA"
2227,"Médico Especialista","2386825.30","C",4,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","648240.00","C",22,"SCS"
2227,"Médico Especialista","6100499.85","C",63,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1543942.50","C",8,"SCS"
3226,"Auxiliares de enfermería","1798664.39","C",27,"SA"
9152,"Guardianes y porteros ","750974.73","C",9,"SA"
3226,"Auxiliares de enfermería","793982.85","C",75,"SA"
3224,"Técnicos y asistentes en farmacia","844531.40","C",10,"SA"
3229,"Otros técnicos de las ciencias de la salud","752640.00","C",63,"SA"
3122,"Técnicos y asistentes en estadística y demografía","752991.40","C",23,"SA"
2227,"Médico Especialista","4198911.88","C",205,"SA"
3226,"Auxiliares de enfermería","718348.33","C",457,"SA"
2227,"Médico Especialista","8300432.81","C",4,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","687805.00","C",21,"SCS"
3224,"Técnicos y asistentes en farmacia","996336.60","C",22,"SA"
5132,"Ayudantes de enfermería","756887.10","C",16,"SA"
9155,"Ayudante de cocina","1283510.69","C",26,"SA"
3224,"Técnicos y asistentes en farmacia","1108972.50","C",3,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","472406.70","C",23,"SA"
2227,"Médico Especialista","5555467.90","C",69,"SA"
3226,"Auxiliares de enfermería","1799109.12","C",32,"SA"
3226,"Auxiliares de enfermería","675141.40","C",105,"SA"
2449,"Otros profesionales en ciencias sociales","1558626.24","C",40,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","710847.00","C",4,"SA"
2227,"Médico Especialista","1787233.59","C",32,"SA"
2449,"Otros profesionales en ciencias sociales","1455177.95","C",4,"SA"
2226,"Enfermeros profesionales","1748363.80","C",28,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1543955.79","C",5,"SA"
2221,"Médicos generales y especialistas","2215192.30","C",5,"SA"
9155,"Ayudante de cocina","493413.40","C",92,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3004019.89","C",13,"SA"
2226,"Enfermeros profesionales","927549.43","C",68,"SA"
3229,"Otros técnicos de las ciencias de la salud","1373730.65","C",30,"SA"
2445,"Psicólogos","703133.50","C",193,"SCS"
2227,"Médico Especialista","3301282.20","C",265,"SA"
9155,"Ayudante de cocina","507117.10","C",14,"SA"
3224,"Técnicos y asistentes en farmacia","788500.00","C",98,"SCS"
2226,"Enfermeros profesionales","2070234.84","C",234,"SA"
7125,"Encargado de Mantenimiento de Edificios","666665.00","C",19,"SA"
4211,"Cajeros","653120.00","C",4,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","691015.84","C",31,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","855774.49","C",8,"SA"
5132,"Ayudantes de enfermería","353115.00","C",36,"SA"
3226,"Auxiliares de enfermería","1179252.50","C",23,"SA"
3226,"Auxiliares de enfermería","1570255.75","C",54,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","278872.50","C",8,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1869818.00","C",2,"SCS"
2227,"Médico Especialista","3186551.34","C",129,"SA"
3224,"Técnicos y asistentes en farmacia","641380.75","C",21,"SA"
2226,"Enfermeros profesionales","2044983.60","C",23,"SA"
1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","2166150.00","C",14,"SCS"
2224,"Farmacéuticos","3153870.56","C",7,"SA"
3229,"Otros técnicos de las ciencias de la salud","388620.00","C",7,"SA"
2449,"Otros profesionales en ciencias sociales","1124743.00","C",3,"SCS"
9152,"Guardianes y porteros ","375424.20","C",6,"SA"
7125,"Encargado de Mantenimiento de Edificios","444070.00","C",127,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","273600.00","C",15,"SA"
2227,"Médico Especialista","3878490.99","C",157,"SA"
4112,"Secretarios","207529.56","C",62,"OC"
2446,"Trabajadores sociales y orientadores sociales","1251250.29","C",5,"SA"
3226,"Auxiliares de enfermería","841536.50","C",7,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","663316.85","C",8,"SA"
7125,"Encargado de Mantenimiento de Edificios","687103.60","C",43,"SA"
3226,"Auxiliares de enfermería","364992.00","C",8,"SA"
2449,"Otros profesionales en ciencias sociales","1105011.79","C",6,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","541974.00","C",1,"SA"
2224,"Farmacéuticos","3615613.39","C",7,"SA"
3226,"Auxiliares de enfermería","1572049.16","C",65,"IC"
5132,"Ayudantes de enfermería","162050.55","C",27,"IC"
2226,"Enfermeros profesionales","3413229.40","C",20,"SA"
9152,"Guardianes y porteros ","930218.76","C",8,"SA"
2446,"Trabajadores sociales y orientadores sociales","1412690.65","C",5,"SA"
5132,"Ayudantes de enfermería","673383.50","C",23,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1139322.25","C",19,"SA"
2227,"Médico Especialista","2381302.70","C",25,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","691376.15","C",3,"SA"
3419,"Otros técnicos en administración y en economía","1646181.00","C",97,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","264990.00","C",50,"SA"
9152,"Guardianes y porteros ","1222917.15","C",50,"SA"
3226,"Auxiliares de enfermería","1142203.69","C",5,"SA"
2226,"Enfermeros profesionales","2278199.55","C",164,"SA"
3229,"Otros técnicos de las ciencias de la salud","1071571.45","C",18,"SA"
3224,"Técnicos y asistentes en farmacia","1130010.04","C",4,"SA"
3226,"Auxiliares de enfermería","778311.20","C",63,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1839560.30","C",18,"SA"
9152,"Guardianes y porteros ","599982.19","C",1,"SA"
5132,"Ayudantes de enfermería","489821.40","C",26,"SA"
3226,"Auxiliares de enfermería","1278684.05","C",258,"SA"
3229,"Otros técnicos de las ciencias de la salud","1906529.50","C",14,"SA"
2449,"Otros profesionales en ciencias sociales","2648964.32","C",1,"OC"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","927553.15","C",19,"SA"
3226,"Auxiliares de enfermería","963521.75","C",430,"SA"
3226,"Auxiliares de enfermería","660749.25","C",14,"SA"
3226,"Auxiliares de enfermería","730605.72","C",142,"SA"
3224,"Técnicos y asistentes en farmacia","831250.00","C",13,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","685415.00","C",7,"SA"
7125,"Encargado de Mantenimiento de Edificios","439231.76","C",17,"SA"
2227,"Médico Especialista","6776220.00","C",276,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","160026.20","C",6,"SA"
2224,"Farmacéuticos","3507716.61","C",15,"SA"
5132,"Ayudantes de enfermería","746940.00","C",1,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","742400.00","C",50,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1671451.38","C",50,"SA"
2221,"Médicos generales y especialistas","1878832.30","C",1,"SA"
2224,"Farmacéuticos","2497236.25","C",4,"SA"
2226,"Enfermeros profesionales","1855370.65","C",10,"SA"
5132,"Ayudantes de enfermería","938896.57","C",16,"SA"
2225,"Nutricionistas","1140170.10","C",40,"SA"
8221,"Operadores de máquinas para fabricar productos farmacéuticos y cosméticos","751863.96","C",89,"SA"
2449,"Otros profesionales en ciencias sociales","1602454.00","C",33,"SCS"
2221,"Médicos generales y especialistas","3083034.00","C",549,"SA"
3229,"Otros técnicos de las ciencias de la salud","1768496.66","C",18,"SA"
9155,"Ayudante de cocina","538718.03","C",45,"SA"
3226,"Auxiliares de enfermería","925917.55","C",28,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","559640.00","C",6,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","764846.05","C",3,"SA"
3226,"Auxiliares de enfermería","929244.88","C",9,"SA"
2449,"Otros profesionales en ciencias sociales","1221671.50","C",11,"SCS"
3226,"Auxiliares de enfermería","775425.00","C",11,"SCS"
7125,"Encargado de Mantenimiento de Edificios","444070.00","C",99,"SCS"
5132,"Ayudantes de enfermería","572970.00","C",80,"SA"
2132,"Programadores informáticos ","1009534.51","C",84,"SA"
5132,"Ayudantes de enfermería","638554.85","C",57,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","245100.00","C",6,"IC"
8221,"Operadores de máquinas para fabricar productos farmacéuticos y cosméticos","467665.00","C",102,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2124561.50","C",3,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","602490.00","C",1,"SA"
2224,"Farmacéuticos","3044656.11","C",14,"SA"
9155,"Ayudante de cocina","601600.00","C",30,"SA"
2221,"Médicos generales y especialistas","863149.25","C",14,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","543637.50","C",98,"SA"
5132,"Ayudantes de enfermería","391204.80","C",134,"SA"
2226,"Enfermeros profesionales","1401386.05","C",33,"SA"
2226,"Enfermeros profesionales","1936015.82","C",39,"SA"
2221,"Médicos generales y especialistas","4360998.69","C",250,"SA"
7125,"Encargado de Mantenimiento de Edificios","710834.50","C",2,"SA"
2221,"Médicos generales y especialistas","1883201.15","C",2,"SCS"
5132,"Ayudantes de enfermería","764371.45","C",6,"SA"
2224,"Farmacéuticos","3158324.00","C",33,"SA"
5132,"Ayudantes de enfermería","624560.00","C",20,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","780880.00","C",52,"SCS"
9152,"Guardianes y porteros ","1341802.61","C",28,"SA"
3122,"Técnicos y asistentes en estadística y demografía","644680.00","C",6,"SA"
2449,"Otros profesionales en ciencias sociales","1621015.00","C",81,"SCS"
9155,"Ayudante de cocina","618467.50","C",66,"SA"
3229,"Otros técnicos de las ciencias de la salud","1209298.02","C",7,"SA"
2227,"Médico Especialista","2313741.60","C",1,"SA"
3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","840530.32","C",5,"SA"
7125,"Encargado de Mantenimiento de Edificios","54001.45","C",9,"SA"
2226,"Enfermeros profesionales","2002509.65","C",77,"SA"
3226,"Auxiliares de enfermería","2562871.90","C",30,"SA"
2449,"Otros profesionales en ciencias sociales","1502191.00","C",16,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","741083.69","C",4,"SA"
4149,"Oficinista","712686.00","C",77,"SCS"
